２/に	ヲ格,ガ格#ト節,ガ格
振動/しんどう	ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格
新築/しんちく	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
新設/しんせつ	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
深まる/ふかまる	ニ格,ガ格#をつうじて,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
浸れる/ひたれる	ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格
浸漬/浸漬	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
浸す/ひたす	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
浸透/しんとう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
浸る/ひたる	ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格
新調/しんちょう	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
深化/しんか	ヲ格,ガ格
深呼吸/しんこきゅう	ニ格,ガ格#ガ格#ト節,ガ格#ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格
申し合わせる/もうしあわせる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ト節,ガ格
深入り/ふかいり	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
申し込める/もうしこめる	ガ格#ヲ格,ガ格#ニ格,ガ格#ガ格#ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
深める/ふかめる	ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格
申し込む/もうしこむ	ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#ニ格,ガ格
申せる/もうせる	ガ格#ガ格#ト節,ガ格
申込/もうしこみ	ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格
申し立てる/もうしたてる	ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
申し入れる/もうしいれる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
申し付ける/もうしつける	ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ト節,ガ格
申し渡す/もうしわたす	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格
申告/しんこく	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#によって,ニ格,ヲ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格
申し出る/もうしでる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#によって,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
申す/もうす	ニ格,ヲ格,ガ格#ガ格#ガ格#ニ格,ヲ格,ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ト節,ニ格,ガ格#ガ格
申し上げる/もうしあげる	ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
真似る/まねる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
親しむ/したしむ	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#をつうじて,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
親しめる/したしめる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
診せる/みせる	ニ格,ガ格
見る/みる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
診る/みる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
診る/みる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
診療/しんりょう	ヲ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ガ格#ニ格,ヲ格,ガ格#ガ格
身じろぐ/みじろぐ	ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ガ格
診察/しんさつ	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
身構える/みがまえる	ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ガ格
診断/しんだん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ト節,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格
身売り/みうり	ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格
辛勝/しんしょう	ニ格,ガ格
辛抱/しんぼう	ト節,ガ格#ガ格
身籠もる/みごもる	ヲ格,ガ格#ヲ格,ガ格
進/しん	ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格
進む/すすむ	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
進軍/しんぐん	ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格
進撃/しんげき	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ガ格
進言/しんげん	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格
進学/しんがく	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
進級/しんきゅう	ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
進化/しんか	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格
進める/すすめる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#にむけて,ト節,ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#にそって,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#にむけて,ト節,ニ格,ヲ格,ガ格#によって,にむけて,ト節,ニ格,ヲ格,ガ格
震わす/ふるわす	ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
進入/しんにゅう	ニ格,ガ格
進捗/しんちょく	ガ格#ガ格#ガ格
震撼/しんかん	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
進駐/しんちゅう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
人/ひと	ト節,ガ格#ガ格#ヲ格,ガ格
人/じん	ト節,ガ格#ガ格#ヲ格,ガ格
進歩/しんぽ	ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格#ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ガ格
進展/しんてん	ガ格#ニ格,ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
震わせる/ふるわせる	ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
進出/しんしゅつ	ニ格,ガ格#ニ格,ガ格
震える/ふるえる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格
進行/しんこう	ニ格,ガ格#ニ格,ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
刃向かう/はむかう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
人見知り/ひとみしり	ガ格#ニ格,ガ格
人気/にんき	ガ格
訪ねる/たずねる	ニ格,ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ヲ格,ガ格#ト節,ニ格,ガ格
尋ねる/たずねる	ニ格,ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ヲ格,ガ格#ト節,ニ格,ガ格
尋ねる/たずねる	ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
尋問/じんもん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
尽くせる/つくせる	ニ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
尽かす/つかす	ニ格,ヲ格,ガ格
尽力/じんりょく	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
突く/つく	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
着く/つく	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
点く/つく	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
搗く/つく	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
就く/つく	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
付く/つく	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
尽きる/つきる	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
訊く/訊く	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
尽くす/つくす	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#にむけて,ト節,ニ格,ヲ格,ガ格
尽きる/つきる	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
陣/じん	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
逗留/とうりゅう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
図示/ずし	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
図れる/はかれる	ヲ格,ガ格#ガ格#ガ格#によって,ガ格#ガ格#ガ格#によって,ガ格#ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#によって,ガ格#によって,ヲ格,ガ格#ガ格#によって,ガ格#によって,ガ格#によって,ニ格,ガ格
陣取る/じんどる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
量る/はかる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ヲ格,ガ格#ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格
謀る/はかる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ヲ格,ガ格#ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格
諮る/はかる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ヲ格,ガ格#ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格
計る/はかる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ヲ格,ガ格#ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格
測る/はかる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ヲ格,ガ格#ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格
図る/はかる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ヲ格,ガ格#ヲ格,ガ格#をつうじて,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格
図る/はかる	によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#によって,ニ格,ヲ格,ガ格#をつうじて,によって,ニ格,ヲ格,ガ格#をつうじて,によって,ト節,ニ格,ヲ格,ガ格#をつうじて,によって,ト節,ニ格,ヲ格,ガ格
訊ねる/訊ねる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
吹き飛ばせる/ふきとばせる	ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
吹き荒れる/ふきあれる	ニ格,ガ格
吹き掛ける/ふきかける	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
吹き抜ける/ふきぬける	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格
